Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-11,20241211_1643.csv,/opt/airflow/data/transient/Breweries/2024-12-11/20241211_1643.csv,2024-12-11 16:43:37,2024-12-11 16:45:01,8355
