Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-11,20241211_0006.csv,/opt/airflow/data/transient/Breweries/2024-12-11/20241211_0006.csv,2024-12-11 00:06:21,2024-12-11 00:11:52,8355
