Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-09,20241209-2122.csv,/opt/airflow/data/transient/Breweries/2024-12-09/20241209-2122.csv,2024-12-09 21:22:26,2024-12-09 21:27:56,8355
