Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-09,20241209-2040.csv,/opt/airflow/data/transient/Breweries/2024-12-09/20241209-2040.csv,2024-12-09 20:40:23,2024-12-09 20:40:38,8355
