Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/2024-12-09,20241209-2024.csv,/opt/airflow/data/transient/2024-12-09/20241209-2024.csv,2024-12-09 20:24:32,2024-12-09 20:30:07,8355
