Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-09,20241209-2152.csv,/opt/airflow/data/transient/Breweries/2024-12-09/20241209-2152.csv,2024-12-09 21:52:05,2024-12-09 22:08:09,8355
