Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-09,20241209-2048.csv,/opt/airflow/data/transient/Breweries/2024-12-09/20241209-2048.csv,2024-12-09 20:48:42,2024-12-09 20:54:15,8355
