Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/2024-12-09,20241209-2032.csv,/opt/airflow/data/transient/2024-12-09/20241209-2032.csv,2024-12-09 20:32:26,2024-12-09 20:32:43,8355
