Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2226.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2226.csv,2024-12-10 22:26:08,2024-12-10 22:26:24,8355
