Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2314.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2314.csv,2024-12-10 23:14:38,2024-12-10 23:14:53,8355
