Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210-1504.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210-1504.csv,2024-12-10 15:04:05,2024-12-10 15:04:21,8355
