Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2216.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2216.csv,2024-12-10 22:16:30,2024-12-10 22:16:44,8355
