Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_1458.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_1458.csv,2024-12-10 14:58:26,2024-12-10 14:58:41,8355
