Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2341.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2341.csv,2024-12-10 23:41:48,2024-12-10 23:42:04,8355
