Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2347.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2347.csv,2024-12-10 23:47:58,2024-12-10 23:58:46,8355
