Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210-1336.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210-1336.csv,2024-12-10 13:36:21,2024-12-10 13:37:52,8355
