Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2147.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2147.csv,2024-12-10 21:47:53,2024-12-10 21:48:07,8355
