Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2312.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2312.csv,2024-12-10 23:12:47,2024-12-10 23:13:01,8355
