Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2201.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2201.csv,2024-12-10 22:01:03,2024-12-10 22:11:31,8355
