Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2325.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2325.csv,2024-12-10 23:25:18,2024-12-10 23:25:32,8355
