Directory,File Name,File Path,Start Time,End Time,Record Count
/opt/airflow/data/transient/Breweries/2024-12-10,20241210_2247.csv,/opt/airflow/data/transient/Breweries/2024-12-10/20241210_2247.csv,2024-12-10 22:47:45,2024-12-10 22:47:59,8355
